word_count,char_count,avg_word_length,positive_count,negative_count
10,68,6.8,0,0
23,137,5.956521739130435,0,1
3,28,9.333333333333334,0,0
20,149,7.45,0,0
22,138,6.2727272727272725,0,0
8,40,5.0,0,0
8,32,4.0,0,0
3,15,5.0,0,0
23,138,6.0,0,0
12,67,5.583333333333333,0,0
17,92,5.411764705882353,0,0
27,136,5.037037037037037,0,0
